,Name,Cat,Dog,Intact Female,Intact Male,Neutered Male,Spayed Female,OutcomeType_label
7588,1,0,1,0,0,1,0,2
7589,1,0,1,0,0,0,1,3
7590,0,0,1,0,0,1,0,0
7591,1,0,1,0,0,1,0,3
7592,1,0,1,0,0,0,1,0
7593,0,1,0,0,0,1,0,4
7594,0,1,0,0,1,0,0,4
7595,0,0,1,0,0,1,0,0
7596,1,0,1,0,0,0,1,0
7597,1,0,1,0,0,0,1,3
7598,0,0,1,0,0,1,0,0
7599,1,0,1,0,0,1,0,3
7600,1,0,1,0,0,1,0,0
7601,0,1,0,0,1,0,0,4
7602,1,0,1,0,0,1,0,3
7603,1,0,1,0,0,1,0,3
7604,1,0,1,0,0,0,1,3
7605,0,1,0,0,0,0,0,4
7606,0,1,0,0,0,0,0,4
7607,1,0,1,0,1,0,0,4
7608,0,0,1,0,0,0,1,0
7609,0,1,0,0,0,0,0,4
7610,0,1,0,1,0,0,0,4
7611,1,0,1,0,0,1,0,4
7612,0,1,0,0,0,0,0,4
7613,1,0,1,0,0,0,1,0
7614,1,1,0,0,0,0,1,0
7615,0,0,1,1,0,0,0,0
7616,1,0,1,0,1,0,0,2
7617,1,0,1,0,0,1,0,3
7618,1,0,1,0,0,1,0,0
7619,1,0,1,0,0,0,1,4
7620,1,0,1,0,0,1,0,3
7621,1,0,1,0,0,1,0,4
7622,1,0,1,1,0,0,0,4
7623,1,1,0,0,0,1,0,4
7624,1,0,1,0,0,1,0,4
7625,1,0,1,0,0,0,1,0
7626,1,1,0,0,0,0,1,0
7627,1,1,0,0,0,1,0,0
7628,1,0,1,0,0,1,0,0
7629,1,0,1,0,1,0,0,0
7630,1,0,1,0,0,1,0,3
7631,0,1,0,0,0,0,1,2
7632,0,1,0,0,0,0,1,4
7633,1,0,1,0,0,0,1,3
7634,1,0,1,0,0,1,0,0
7635,0,0,1,0,1,0,0,4
7636,1,0,1,0,0,1,0,3
7637,1,0,1,0,0,0,1,3
7638,1,0,1,0,1,0,0,3
7639,1,1,0,0,0,0,1,0
7640,1,0,1,0,0,1,0,3
7641,1,0,1,0,0,1,0,3
7642,1,0,1,0,0,1,0,0
7643,1,1,0,0,0,0,1,0
7644,0,1,0,1,0,0,0,2
7645,1,0,1,0,0,1,0,0
7646,1,1,0,0,0,0,1,0
7647,1,1,0,0,0,1,0,4
7648,1,0,1,0,0,0,1,3
7649,1,0,1,0,0,1,0,4
7650,1,0,1,0,0,0,1,0
7651,1,0,1,0,1,0,0,4
7652,1,0,1,0,0,1,0,3
7653,1,0,1,0,0,0,1,0
7654,1,0,1,0,0,0,1,0
7655,1,0,1,0,0,0,1,0
7656,1,0,1,0,0,0,1,4
7657,1,0,1,0,0,0,1,0
7658,1,0,1,0,0,0,1,0
7659,0,0,1,0,1,0,0,4
7660,0,0,1,0,0,1,0,0
7661,1,0,1,0,0,1,0,4
7662,1,0,1,0,0,1,0,0
7663,1,0,1,0,0,1,0,0
7664,1,0,1,0,0,1,0,3
7665,1,0,1,0,0,1,0,0
7666,1,1,0,0,0,1,0,0
7667,1,0,1,0,0,0,1,3
7668,1,0,1,0,0,0,1,3
7669,1,0,1,0,0,0,1,0
7670,1,1,0,1,0,0,0,4
7671,0,1,0,0,1,0,0,4
7672,0,0,1,1,0,0,0,4
7673,0,1,0,0,1,0,0,4
7674,0,0,1,1,0,0,0,2
7675,1,1,0,0,0,1,0,4
7676,1,1,0,0,0,0,1,0
7677,1,0,1,0,0,1,0,3
7678,1,0,1,0,0,0,1,0
7679,1,0,1,0,0,0,1,0
7680,1,0,1,0,1,0,0,4
7681,1,1,0,1,0,0,0,4
7682,1,1,0,0,0,0,1,0
7683,1,0,1,0,0,1,0,0
7684,1,0,1,0,0,0,1,3
7685,1,1,0,0,0,0,1,4
7686,0,0,1,0,1,0,0,3
7687,1,0,1,0,0,0,1,3
7688,1,0,1,0,0,1,0,3
7689,1,0,1,0,0,1,0,2
7690,1,0,1,0,0,1,0,3
7691,1,0,1,1,0,0,0,0
7692,0,0,1,1,0,0,0,4
7693,1,0,1,0,1,0,0,3
7694,0,1,0,0,0,1,0,4
7695,0,0,1,1,0,0,0,4
7696,0,1,0,0,0,0,1,0
7697,1,1,0,0,0,1,0,0
7698,1,0,1,1,0,0,0,4
7699,0,1,0,0,1,0,0,4
7700,1,0,1,0,0,0,1,0
7701,0,0,1,0,0,0,1,0
7702,1,0,1,0,0,1,0,0
7703,1,1,0,0,0,0,1,0
7704,1,1,0,0,0,0,1,0
7705,0,0,1,0,0,1,0,0
7706,1,0,1,0,0,0,1,3
7707,1,1,0,0,0,0,1,4
7708,1,0,1,0,0,0,1,0
7709,1,0,1,0,0,1,0,3
7710,1,0,1,0,0,1,0,4
7711,1,1,0,0,0,0,1,0
7712,1,0,1,0,0,0,1,0
7713,0,1,0,0,1,0,0,4
7714,0,1,0,0,1,0,0,4
7715,1,0,1,0,0,1,0,4
7716,0,0,1,1,0,0,0,4
7717,0,1,0,0,1,0,0,4
7718,1,1,0,0,0,1,0,0
7719,1,0,1,0,0,0,1,3
7720,1,0,1,0,0,0,1,0
7721,0,1,0,0,0,0,1,0
7722,1,0,1,0,0,0,1,0
7723,0,1,0,0,0,0,0,4
7724,0,0,1,0,1,0,0,4
7725,0,0,1,0,0,1,0,0
7726,0,1,0,0,0,1,0,0
7727,1,1,0,0,1,0,0,0
7728,1,0,1,0,0,0,1,0
7729,1,0,1,0,0,1,0,0
7730,0,1,0,0,0,1,0,2
7731,1,1,0,0,0,1,0,0
7732,1,0,1,0,0,0,1,0
7733,1,1,0,0,1,0,0,4
7734,1,0,1,0,1,0,0,3
7735,1,1,0,1,0,0,0,3
7736,1,0,1,0,0,1,0,0
7737,1,0,1,0,0,0,1,3
7738,1,0,1,0,0,1,0,3
7739,0,0,1,0,0,0,1,3
7740,0,0,1,0,0,0,1,4
7741,1,1,0,0,1,0,0,4
7742,1,1,0,0,0,1,0,0
7743,1,0,1,0,0,1,0,0
7744,1,0,1,0,0,1,0,0
7745,0,1,0,0,1,0,0,4
7746,1,0,1,1,0,0,0,4
7747,1,1,0,0,0,0,1,4
7748,1,1,0,0,0,0,1,0
7749,1,1,0,0,0,1,0,0
7750,1,0,1,0,0,0,1,0
7751,1,0,1,0,0,1,0,0
7752,1,0,1,0,0,1,0,0
7753,0,1,0,0,0,0,1,0
7754,0,1,0,0,1,0,0,4
7755,1,0,1,0,0,0,1,0
7756,1,1,0,0,0,1,0,4
7757,0,1,0,0,0,0,1,0
7758,1,0,1,1,0,0,0,3
7759,1,0,1,0,0,1,0,0
7760,1,1,0,0,0,0,1,0
7761,1,0,1,0,0,1,0,0
7762,0,0,1,0,0,0,1,4
7763,0,0,1,0,0,1,0,4
7764,1,0,1,0,0,1,0,4
7765,0,0,1,0,0,0,1,4
7766,0,0,1,1,0,0,0,4
7767,1,1,0,1,0,0,0,4
7768,1,0,1,0,0,1,0,0
7769,1,1,0,0,0,1,0,0
7770,1,0,1,0,0,0,1,3
7771,1,0,1,0,0,0,1,0
7772,1,1,0,0,1,0,0,4
7773,1,1,0,0,0,0,1,4
7774,0,1,0,0,1,0,0,4
7775,1,1,0,0,0,0,1,0
7776,1,0,1,0,0,0,1,3
7777,1,0,1,0,0,1,0,3
7778,0,1,0,0,1,0,0,4
7779,1,0,1,0,0,1,0,0
7780,0,1,0,0,0,1,0,4
7781,1,0,1,0,0,1,0,0
7782,1,0,1,0,0,0,1,0
7783,0,1,0,0,0,1,0,2
7784,1,1,0,1,0,0,0,4
7785,0,1,0,0,1,0,0,4
7786,1,1,0,0,1,0,0,4
7787,0,1,0,0,0,0,0,4
7788,1,0,1,0,0,1,0,4
7789,1,0,1,0,0,0,1,0
7790,1,1,0,0,0,1,0,0
7791,0,0,1,0,1,0,0,2
7792,1,0,1,0,0,1,0,0
7793,1,0,1,0,0,0,1,0
7794,1,0,1,0,0,1,0,3
7795,1,0,1,0,0,1,0,3
7796,1,0,1,0,0,1,0,0
7797,0,1,0,0,1,0,0,4
7798,0,0,1,0,1,0,0,4
7799,0,0,1,0,1,0,0,4
7800,0,0,1,0,0,0,1,0
7801,0,1,0,1,0,0,0,4
7802,0,1,0,0,1,0,0,4
7803,1,0,1,0,0,0,1,3
7804,0,0,1,0,0,0,0,4
7805,1,0,1,0,0,1,0,0
7806,1,1,0,0,0,0,1,0
7807,1,1,0,0,0,1,0,3
7808,1,0,1,0,1,0,0,3
7809,1,0,1,0,0,1,0,0
7810,1,0,1,0,0,1,0,4
7811,0,1,0,1,0,0,0,2
7812,1,0,1,0,0,0,1,0
7813,1,0,1,0,0,1,0,0
7814,1,0,1,0,0,1,0,0
7815,0,1,0,0,0,0,0,4
7816,1,0,1,0,0,0,1,3
7817,0,1,0,0,0,0,0,4
7818,1,0,1,0,1,0,0,4
7819,1,0,1,0,0,1,0,2
7820,0,0,1,0,1,0,0,4
7821,1,0,1,0,0,1,0,3
7822,1,1,0,0,0,0,1,0
7823,1,0,1,0,0,1,0,0
7824,1,1,0,0,0,0,1,0
7825,1,0,1,0,0,0,1,4
7826,1,0,1,0,0,0,1,0
7827,1,0,1,0,0,1,0,3
7828,1,0,1,0,0,1,0,3
7829,1,0,1,0,0,0,1,0
7830,1,1,0,0,0,1,0,3
7831,1,0,1,0,0,0,1,3
7832,0,0,1,0,0,0,1,0
7833,1,0,1,0,0,1,0,0
7834,1,1,0,0,0,1,0,0
7835,1,0,1,1,0,0,0,4
7836,1,0,1,0,0,0,1,3
7837,1,1,0,0,0,0,1,0
7838,1,0,1,0,0,0,1,0
7839,1,0,1,0,0,1,0,4
7840,1,0,1,0,0,1,0,3
7841,1,0,1,0,0,0,1,0
7842,1,0,1,0,0,1,0,3
7843,1,1,0,0,0,0,1,1
7844,0,1,0,1,0,0,0,4
7845,1,0,1,0,1,0,0,4
7846,1,0,1,0,0,1,0,0
7847,0,1,0,0,0,0,0,4
7848,0,1,0,0,0,0,1,0
7849,0,1,0,1,0,0,0,4
7850,1,0,1,1,0,0,0,3
7851,1,1,0,0,0,1,0,0
7852,0,1,0,0,0,0,1,0
7853,1,1,0,0,0,0,1,0
7854,0,1,0,1,0,0,0,4
7855,1,0,1,0,0,1,0,3
7856,1,0,1,0,0,0,1,3
7857,1,0,1,0,0,0,1,3
7858,1,0,1,0,0,1,0,0
7859,0,0,1,0,0,0,1,0
7860,1,0,1,0,0,1,0,3
7861,0,1,0,0,1,0,0,4
7862,1,1,0,0,0,0,1,0
7863,1,0,1,0,0,1,0,3
7864,1,0,1,0,0,1,0,0
7865,0,1,0,1,0,0,0,4
7866,0,0,1,0,0,1,0,4
7867,1,0,1,0,0,0,1,0
7868,0,1,0,0,0,0,0,4
7869,1,0,1,0,0,0,1,0
7870,1,0,1,0,0,0,1,0
7871,1,0,1,0,0,1,0,2
7872,1,1,0,1,0,0,0,4
7873,1,1,0,0,0,0,1,4
7874,1,0,1,0,0,0,1,0
7875,1,0,1,0,1,0,0,4
7876,0,1,0,0,0,0,0,4
7877,0,1,0,0,0,1,0,4
7878,1,0,1,0,0,0,1,0
7879,1,0,1,0,0,1,0,0
7880,0,1,0,0,0,1,0,0
7881,1,0,1,0,0,0,1,0
7882,1,0,1,0,0,0,1,3
7883,1,1,0,0,0,0,1,0
7884,1,1,0,0,0,0,1,0
7885,0,1,0,0,1,0,0,4
7886,0,1,0,0,0,0,0,4
7887,0,1,0,0,0,1,0,4
7888,0,1,0,0,0,0,0,4
7889,0,1,0,0,0,0,0,4
7890,0,1,0,0,1,0,0,4
7891,1,0,1,0,0,1,0,4
7892,1,1,0,0,0,0,1,0
7893,1,0,1,0,0,1,0,0
7894,0,0,1,0,0,0,1,4
7895,1,1,0,0,0,0,1,0
7896,1,0,1,0,0,1,0,0
7897,1,0,1,0,0,1,0,3
7898,1,1,0,0,0,0,1,0
7899,1,0,1,0,0,0,1,3
7900,0,1,0,0,0,1,0,0
7901,1,1,0,0,0,1,0,0
7902,1,1,0,0,0,1,0,4
7903,1,1,0,0,0,0,1,0
7904,1,0,1,0,0,0,1,0
7905,0,1,0,0,0,0,1,2
7906,1,0,1,0,0,1,0,0
7907,1,1,0,0,0,0,1,0
7908,0,1,0,1,0,0,0,4
7909,1,0,1,0,0,1,0,3
7910,1,0,1,0,0,0,1,3
7911,1,0,1,0,0,0,1,4
7912,0,1,0,0,0,0,0,4
7913,1,0,1,0,0,1,0,0
7914,1,0,1,0,1,0,0,3
7915,0,1,0,0,1,0,0,4
7916,0,1,0,0,0,1,0,0
7917,1,1,0,0,0,1,0,0
7918,1,0,1,0,0,1,0,4
7919,0,0,1,0,1,0,0,4
7920,0,1,0,0,0,0,1,0
7921,1,0,1,0,0,1,0,2
7922,1,0,1,0,0,0,1,3
7923,0,1,0,0,1,0,0,2
7924,1,0,1,0,0,0,1,4
7925,1,0,1,0,0,0,1,3
7926,0,1,0,0,0,0,0,4
7927,1,0,1,1,0,0,0,3
7928,1,1,0,0,0,1,0,4
7929,1,0,1,0,0,1,0,3
7930,1,0,1,0,0,0,1,3
7931,1,0,1,0,0,0,1,4
7932,0,0,1,0,0,1,0,0
7933,0,1,0,0,1,0,0,4
7934,1,0,1,0,0,0,1,0
7935,1,0,1,0,0,1,0,0
7936,1,0,1,0,0,0,1,0
7937,1,1,0,0,0,0,1,0
7938,0,1,0,0,0,1,0,1
7939,1,1,0,1,0,0,0,4
7940,0,0,1,0,0,1,0,4
7941,0,1,0,0,0,1,0,4
7942,1,0,1,0,0,0,0,3
7943,1,0,1,0,0,1,0,3
7944,0,1,0,1,0,0,0,4
7945,1,1,0,0,0,0,1,0
7946,1,1,0,0,1,0,0,0
7947,1,1,0,0,0,0,1,4
7948,1,0,1,0,0,1,0,0
7949,1,0,1,0,0,1,0,0
7950,1,1,0,0,0,1,0,0
7951,0,0,1,0,1,0,0,4
7952,1,0,1,0,0,1,0,0
7953,1,0,1,0,0,0,1,0
7954,1,0,1,0,0,1,0,3
7955,0,1,0,0,0,0,1,0
7956,0,0,1,1,0,0,0,4
7957,1,0,1,0,0,0,1,2
7958,0,0,1,0,1,0,0,4
7959,1,1,0,0,0,1,0,0
7960,1,0,1,0,0,0,1,3
7961,1,0,1,0,0,1,0,4
7962,1,0,1,0,0,0,1,3
7963,1,1,0,0,0,0,1,0
7964,0,1,0,0,1,0,0,4
7965,1,0,1,0,0,1,0,3
7966,1,0,1,0,1,0,0,2
7967,0,0,1,0,1,0,0,4
7968,0,0,1,0,0,0,1,0
7969,1,0,1,0,0,1,0,3
7970,1,1,0,0,0,1,0,0
7971,1,0,1,0,0,0,1,0
7972,1,0,1,0,0,1,0,0
7973,1,0,1,0,0,1,0,0
7974,1,0,1,0,0,1,0,4
7975,1,0,1,0,0,0,1,0
7976,0,0,1,0,1,0,0,2
7977,1,0,1,0,0,1,0,0
7978,1,0,1,1,0,0,0,3
7979,1,1,0,0,0,1,0,0
7980,0,1,0,0,0,0,0,4
7981,1,1,0,1,0,0,0,4
7982,1,1,0,0,0,1,0,0
7983,1,0,1,0,0,0,1,2
7984,0,1,0,0,1,0,0,4
7985,1,0,1,0,0,0,1,0
7986,1,0,1,0,0,1,0,0
7987,1,0,1,0,0,0,1,3
7988,1,1,0,0,0,0,1,4
7989,1,0,1,0,0,1,0,0
7990,1,1,0,0,0,0,1,3
7991,1,0,1,0,0,0,1,4
7992,1,0,1,0,0,1,0,4
7993,1,0,1,0,0,0,1,0
7994,1,0,1,1,0,0,0,3
7995,1,1,0,0,0,0,1,0
7996,1,0,1,0,0,0,1,0
7997,1,0,1,0,0,0,1,0
7998,1,1,0,0,0,1,0,0
7999,0,1,0,0,0,1,0,4
8000,0,1,0,0,0,0,0,4
8001,1,0,1,0,0,0,1,3
8002,1,0,1,0,0,1,0,3
8003,1,1,0,0,0,1,0,0
8004,1,0,1,0,0,0,1,0
8005,1,0,1,0,0,0,1,4
8006,1,1,0,0,0,0,1,4
8007,0,1,0,0,0,0,0,4
8008,1,0,1,0,0,1,0,3
8009,0,1,0,0,0,0,0,4
8010,0,0,1,1,0,0,0,2
8011,1,0,1,0,0,0,1,4
8012,1,0,1,0,0,0,1,0
8013,1,0,1,0,0,1,0,4
8014,1,1,0,0,0,0,1,0
8015,1,1,0,0,0,1,0,0
8016,1,1,0,0,0,1,0,0
8017,1,0,1,0,0,1,0,4
8018,0,1,0,0,1,0,0,4
8019,0,0,1,1,0,0,0,4
8020,1,0,1,0,0,1,0,0
8021,1,1,0,0,0,0,1,0
8022,1,1,0,0,1,0,0,4
8023,1,0,1,0,0,1,0,3
8024,0,1,0,1,0,0,0,4
8025,1,1,0,1,0,0,0,4
8026,1,1,0,0,0,1,0,0
8027,1,0,1,0,0,0,1,0
8028,0,1,0,0,1,0,0,2
8029,1,0,1,1,0,0,0,3
8030,1,1,0,0,0,1,0,3
8031,1,0,1,0,0,1,0,0
8032,1,0,1,0,0,0,1,4
8033,0,0,1,1,0,0,0,4
8034,1,0,1,0,0,1,0,0
8035,1,1,0,0,0,0,1,0
8036,0,1,0,0,1,0,0,1
8037,1,0,1,0,0,1,0,4
8038,0,1,0,0,1,0,0,2
8039,0,1,0,1,0,0,0,2
8040,1,1,0,1,0,0,0,4
8041,0,1,0,1,0,0,0,4
8042,1,1,0,0,0,1,0,4
8043,0,0,1,0,1,0,0,4
8044,1,0,1,0,0,1,0,4
8045,0,0,1,1,0,0,0,3
8046,1,0,1,0,0,0,1,3
8047,0,0,1,0,0,0,1,3
8048,1,0,1,0,1,0,0,3
8049,1,0,1,0,0,1,0,0
8050,1,1,0,0,0,0,1,4
8051,1,1,0,1,0,0,0,4
8052,0,0,1,0,0,1,0,0
8053,1,1,0,0,0,1,0,4
8054,1,0,1,0,0,1,0,0
8055,0,0,1,1,0,0,0,2
8056,1,1,0,0,0,0,1,0
8057,0,1,0,0,1,0,0,4
8058,0,1,0,0,0,0,0,4
8059,1,0,1,0,0,0,1,2
8060,0,0,1,0,0,1,0,0
8061,1,0,1,0,0,1,0,3
8062,1,1,0,0,0,0,1,0
8063,1,0,1,0,0,1,0,3
8064,1,0,1,0,0,1,0,0
8065,1,0,1,0,0,1,0,4
8066,1,1,0,0,1,0,0,1
8067,1,0,1,0,0,0,1,3
8068,1,0,1,0,0,1,0,4
8069,1,0,1,0,0,0,1,0
8070,1,0,1,0,0,1,0,0
8071,0,1,0,0,0,1,0,4
8072,0,1,0,0,0,0,0,4
8073,1,0,1,0,0,0,1,3
8074,1,0,1,0,0,1,0,0
8075,0,1,0,0,0,0,0,4
8076,0,1,0,1,0,0,0,4
8077,1,1,0,0,0,0,1,0
8078,1,0,1,0,0,0,1,3
8079,1,1,0,0,0,0,1,3
8080,1,0,1,0,1,0,0,3
8081,1,1,0,0,0,1,0,0
8082,1,0,1,0,0,1,0,4
8083,0,0,1,1,0,0,0,4
8084,1,0,1,0,0,0,1,0
8085,1,0,1,0,0,0,1,4
8086,1,0,1,0,0,1,0,0
8087,0,0,1,0,0,0,1,3
8088,1,1,0,0,0,1,0,0
8089,1,0,1,0,0,1,0,0
8090,1,1,0,1,0,0,0,0
8091,0,0,1,0,0,1,0,0
8092,1,0,1,0,0,1,0,3
8093,1,1,0,0,0,1,0,4
8094,1,1,0,0,1,0,0,4
8095,1,0,1,0,0,0,1,3
8096,0,1,0,1,0,0,0,4
8097,1,0,1,0,0,0,1,3
8098,1,0,1,0,0,0,1,0
8099,1,0,1,0,0,1,0,0
8100,0,1,0,1,0,0,0,4
8101,1,0,1,0,1,0,0,4
8102,1,0,1,0,0,1,0,3
8103,0,0,1,0,0,1,0,0
8104,1,0,1,0,0,1,0,3
8105,0,0,1,1,0,0,0,4
8106,1,0,1,0,0,0,1,0
8107,0,0,1,1,0,0,0,4
8108,0,0,1,1,0,0,0,4
8109,1,0,1,0,0,1,0,0
8110,1,0,1,1,0,0,0,2
8111,1,1,0,0,0,0,1,4
8112,1,1,0,0,0,0,1,0
8113,1,0,1,0,0,0,1,0
8114,1,0,1,0,1,0,0,3
8115,0,0,1,0,0,0,1,0
8116,0,1,0,0,0,0,0,4
8117,0,1,0,0,0,1,0,3
8118,0,1,0,0,0,0,0,4
8119,1,0,1,0,0,1,0,4
8120,1,0,1,0,0,1,0,3
8121,1,1,0,0,0,0,1,4
8122,1,0,1,0,0,0,1,0
8123,1,0,1,0,0,0,1,3
8124,1,1,0,1,0,0,0,4
8125,1,0,1,0,0,1,0,3
8126,0,1,0,0,1,0,0,4
8127,0,1,0,1,0,0,0,4
8128,0,1,0,1,0,0,0,4
8129,1,0,1,0,0,1,0,0
8130,0,0,1,0,0,0,1,0
8131,0,1,0,0,1,0,0,4
8132,1,1,0,0,0,1,0,4
8133,0,1,0,1,0,0,0,4
8134,1,0,1,0,0,1,0,2
8135,0,1,0,0,1,0,0,2
8136,1,1,0,0,0,1,0,0
8137,1,0,1,0,0,1,0,0
8138,0,1,0,0,0,0,0,4
8139,1,0,1,0,0,0,1,0
8140,1,0,1,0,0,0,1,0
8141,1,0,1,0,0,1,0,0
8142,1,0,1,0,0,0,1,0
8143,1,0,1,0,0,1,0,0
8144,0,1,0,0,0,0,0,4
8145,1,1,0,0,0,1,0,4
8146,0,1,0,0,0,1,0,2
8147,1,0,1,0,0,0,1,0
8148,1,1,0,0,0,0,1,0
8149,1,1,0,0,0,0,1,4
8150,0,1,0,0,0,1,0,4
8151,1,1,0,0,0,0,1,4
8152,1,1,0,0,0,0,1,0
8153,1,1,0,0,0,0,1,0
8154,0,1,0,0,0,0,0,4
8155,1,1,0,0,0,1,0,4
8156,1,0,1,0,0,1,0,3
8157,1,1,0,0,0,1,0,0
8158,1,0,1,0,0,1,0,0
8159,1,0,1,0,0,0,1,0
8160,1,0,1,0,1,0,0,4
8161,1,0,1,0,0,0,1,0
8162,1,0,1,0,0,0,1,4
8163,0,1,0,0,1,0,0,4
8164,0,0,1,1,0,0,0,4
8165,1,0,1,0,1,0,0,3
8166,0,1,0,0,0,0,0,4
8167,1,0,1,0,0,0,1,0
8168,1,0,1,0,0,0,1,4
8169,1,0,1,0,0,1,0,0
8170,1,0,1,0,0,1,0,0
8171,1,0,1,0,0,0,1,4
8172,0,1,0,0,0,0,0,4
8173,0,1,0,1,0,0,0,2
8174,1,1,0,0,0,0,1,0
8175,1,1,0,1,0,0,0,4
8176,1,0,1,0,0,1,0,3
8177,1,0,1,0,0,0,1,3
8178,1,1,0,0,1,0,0,3
8179,1,0,1,1,0,0,0,3
8180,1,1,0,0,0,1,0,0
8181,0,0,1,0,0,1,0,0
8182,0,1,0,0,0,1,0,2
8183,1,0,1,0,0,0,1,3
8184,1,1,0,0,0,0,1,0
8185,0,1,0,0,1,0,0,4
8186,0,1,0,0,0,0,1,4
8187,1,1,0,0,0,0,1,0
8188,1,1,0,0,0,1,0,0
8189,0,0,1,0,0,1,0,4
8190,1,0,1,0,0,0,1,3
8191,1,1,0,0,0,1,0,0
8192,1,1,0,0,0,0,1,0
8193,1,0,1,0,0,0,1,0
8194,1,0,1,0,0,0,1,0
8195,1,0,1,0,0,1,0,0
8196,1,1,0,0,0,0,1,3
8197,1,0,1,0,0,1,0,0
8198,1,0,1,0,0,1,0,4
8199,0,1,0,0,1,0,0,4
8200,1,0,1,0,0,0,1,0
8201,1,0,1,0,0,1,0,0
8202,1,0,1,0,1,0,0,3
8203,0,0,1,1,0,0,0,4
8204,1,0,1,0,0,1,0,0
8205,0,1,0,1,0,0,0,4
8206,1,0,1,0,0,1,0,0
8207,1,0,1,0,0,0,1,3
8208,1,0,1,0,0,1,0,3
8209,1,0,1,0,1,0,0,3
8210,1,1,0,0,0,1,0,0
8211,1,0,1,0,0,0,1,3
8212,1,0,1,0,0,0,1,4
8213,1,0,1,0,0,1,0,0
8214,1,0,1,0,0,0,1,4
8215,1,0,1,0,0,0,1,4
8216,1,1,0,0,1,0,0,4
8217,1,1,0,0,0,0,1,0
8218,0,1,0,1,0,0,0,4
8219,1,0,1,1,0,0,0,3
8220,1,0,1,0,0,0,1,0
8221,1,0,1,0,1,0,0,3
8222,1,0,1,0,0,0,1,0
8223,1,0,1,0,0,0,1,0
8224,0,1,0,1,0,0,0,4
8225,0,1,0,0,1,0,0,4
8226,0,0,1,0,0,0,1,0
8227,1,0,1,0,0,1,0,3
8228,1,0,1,0,0,1,0,0
8229,1,0,1,0,0,0,1,4
8230,0,1,0,0,0,0,0,4
8231,0,1,0,0,1,0,0,4
8232,1,0,1,0,0,0,1,3
8233,1,1,0,0,0,1,0,4
8234,1,0,1,0,0,1,0,0
8235,1,1,0,0,0,1,0,0
8236,0,1,0,0,1,0,0,4
8237,1,1,0,0,0,1,0,0
8238,1,0,1,0,0,0,1,0
8239,1,1,0,0,0,0,1,4
8240,1,0,1,0,0,1,0,4
8241,1,0,1,0,0,0,1,0
8242,1,0,1,0,0,0,1,4
8243,0,0,1,0,0,1,0,4
8244,1,1,0,0,0,0,1,3
8245,1,0,1,0,0,0,1,3
8246,0,1,0,0,0,0,0,4
8247,1,1,0,0,0,1,0,0
8248,1,0,1,0,0,0,1,3
8249,0,1,0,1,0,0,0,4
8250,1,0,1,0,0,1,0,0
8251,1,0,1,1,0,0,0,2
8252,1,1,0,0,0,1,0,0
8253,0,0,1,1,0,0,0,4
8254,1,0,1,0,0,1,0,4
8255,1,1,0,0,0,0,1,0
8256,1,0,1,0,0,0,1,3
8257,1,0,1,0,0,0,1,3
8258,0,1,0,1,0,0,0,4
8259,1,1,0,0,0,1,0,3
8260,0,0,1,0,0,1,0,4
8261,0,0,1,0,0,0,1,0
8262,0,1,0,0,0,1,0,0
8263,0,1,0,0,0,0,1,0
8264,0,1,0,0,0,0,0,4
8265,1,0,1,0,0,1,0,2
8266,1,1,0,0,0,0,1,0
8267,0,1,0,0,0,1,0,2
8268,0,0,1,0,0,0,1,0
8269,1,0,1,0,0,1,0,3
8270,1,0,1,0,0,0,1,0
8271,0,1,0,1,0,0,0,4
8272,1,0,1,0,0,0,1,3
8273,1,0,1,0,0,1,0,4
8274,0,1,0,0,1,0,0,4
8275,1,0,1,0,0,1,0,3
8276,0,1,0,0,1,0,0,4
8277,0,0,1,1,0,0,0,4
8278,1,1,0,0,0,0,1,3
8279,0,0,1,0,1,0,0,4
8280,0,1,0,0,0,1,0,0
8281,1,0,1,0,0,0,1,4
8282,0,0,1,0,1,0,0,3
8283,1,1,0,0,0,1,0,0
8284,1,1,0,0,0,1,0,0
8285,1,1,0,0,0,0,1,0
8286,1,1,0,0,0,0,1,0
8287,0,1,0,0,1,0,0,4
8288,0,0,1,1,0,0,0,2
8289,1,0,1,0,0,0,1,0
8290,1,0,1,0,0,1,0,4
8291,0,1,0,0,0,0,1,0
8292,0,1,0,0,1,0,0,4
8293,0,1,0,0,1,0,0,4
8294,1,0,1,0,0,1,0,3
8295,1,1,0,0,0,0,1,4
8296,0,1,0,1,0,0,0,4
8297,1,0,1,0,0,0,1,4
8298,1,1,0,0,0,0,1,4
8299,1,1,0,0,0,0,1,0
8300,0,1,0,1,0,0,0,4
8301,0,1,0,0,1,0,0,4
8302,0,0,1,1,0,0,0,4
8303,1,1,0,0,0,0,1,0
8304,0,0,1,0,1,0,0,4
8305,1,1,0,0,0,0,1,4
8306,0,1,0,0,1,0,0,2
8307,1,1,0,0,0,0,1,0
8308,0,1,0,0,0,1,0,0
8309,1,0,1,0,0,1,0,3
8310,0,1,0,1,0,0,0,4
8311,0,0,1,0,0,0,1,0
8312,0,1,0,0,0,0,0,4
8313,1,1,0,0,0,0,1,0
8314,0,1,0,0,1,0,0,4
8315,1,1,0,0,0,0,1,4
8316,1,0,1,0,0,1,0,4
8317,1,1,0,0,0,0,1,0
8318,0,1,0,0,0,0,0,2
8319,0,1,0,0,1,0,0,1
8320,1,0,1,0,0,1,0,3
8321,1,1,0,1,0,0,0,4
