,Cat,Dog,Intact Female,Intact Male,Neutered Male,Spayed Female,OutcomeType_label
2126,1.0,0.0,0.0,1.0,0.0,0.0,4
2127,0.0,1.0,0.0,0.0,0.0,1.0,0
2128,1.0,0.0,0.0,0.0,0.0,0.0,4
2129,1.0,0.0,0.0,0.0,0.0,1.0,0
2130,0.0,1.0,0.0,0.0,1.0,0.0,0
2131,0.0,1.0,0.0,0.0,1.0,0.0,0
2132,0.0,1.0,0.0,0.0,0.0,1.0,0
2133,0.0,1.0,0.0,0.0,0.0,1.0,0
2134,0.0,1.0,1.0,0.0,0.0,0.0,4
2135,0.0,1.0,0.0,0.0,0.0,1.0,3
2136,0.0,1.0,0.0,0.0,1.0,0.0,3
2137,0.0,1.0,0.0,1.0,0.0,0.0,3
2138,0.0,1.0,0.0,0.0,1.0,0.0,0
2139,0.0,1.0,0.0,0.0,0.0,1.0,0
2140,1.0,0.0,0.0,0.0,0.0,1.0,4
2141,1.0,0.0,0.0,0.0,1.0,0.0,3
2142,1.0,0.0,0.0,0.0,0.0,1.0,0
2143,1.0,0.0,0.0,0.0,0.0,1.0,0
2144,0.0,1.0,0.0,0.0,1.0,0.0,0
2145,0.0,1.0,0.0,0.0,1.0,0.0,0
2146,0.0,1.0,0.0,0.0,0.0,1.0,4
2147,1.0,0.0,0.0,0.0,1.0,0.0,0
2148,1.0,0.0,0.0,0.0,0.0,1.0,3
2149,0.0,1.0,0.0,0.0,1.0,0.0,3
2150,1.0,0.0,0.0,1.0,0.0,0.0,4
2151,1.0,0.0,0.0,1.0,0.0,0.0,2
2152,0.0,1.0,0.0,0.0,0.0,1.0,4
2153,0.0,1.0,0.0,0.0,1.0,0.0,2
2154,0.0,1.0,0.0,1.0,0.0,0.0,2
2155,1.0,0.0,0.0,0.0,1.0,0.0,0
2156,1.0,0.0,1.0,0.0,0.0,0.0,0
2157,1.0,0.0,0.0,0.0,1.0,0.0,0
2158,0.0,1.0,0.0,0.0,1.0,0.0,4
2159,1.0,0.0,1.0,0.0,0.0,0.0,2
2160,0.0,1.0,0.0,0.0,0.0,1.0,0
2161,0.0,1.0,0.0,0.0,0.0,1.0,3
2162,0.0,1.0,0.0,0.0,0.0,1.0,4
2163,1.0,0.0,0.0,0.0,0.0,0.0,4
2164,1.0,0.0,1.0,0.0,0.0,0.0,4
2165,1.0,0.0,0.0,0.0,0.0,1.0,0
2166,0.0,1.0,0.0,0.0,0.0,1.0,2
2167,1.0,0.0,0.0,0.0,0.0,1.0,0
2168,0.0,1.0,0.0,0.0,1.0,0.0,3
2169,1.0,0.0,0.0,0.0,1.0,0.0,4
2170,1.0,0.0,0.0,0.0,1.0,0.0,3
2171,0.0,1.0,0.0,0.0,0.0,1.0,0
2172,1.0,0.0,0.0,0.0,1.0,0.0,0
2173,0.0,1.0,0.0,0.0,1.0,0.0,4
2174,1.0,0.0,0.0,1.0,0.0,0.0,4
2175,0.0,1.0,0.0,0.0,0.0,1.0,3
2176,1.0,0.0,0.0,0.0,0.0,1.0,4
2177,1.0,0.0,0.0,0.0,0.0,1.0,3
2178,0.0,1.0,0.0,0.0,0.0,1.0,3
2179,1.0,0.0,0.0,0.0,0.0,1.0,0
2180,1.0,0.0,0.0,0.0,0.0,1.0,0
2181,0.0,1.0,0.0,1.0,0.0,0.0,2
2182,0.0,1.0,0.0,0.0,1.0,0.0,4
2183,0.0,1.0,0.0,0.0,1.0,0.0,0
2184,0.0,1.0,0.0,0.0,1.0,0.0,3
2185,0.0,1.0,0.0,0.0,1.0,0.0,3
2186,1.0,0.0,0.0,0.0,0.0,1.0,4
2187,0.0,1.0,1.0,0.0,0.0,0.0,2
2188,0.0,1.0,0.0,0.0,0.0,1.0,3
2189,1.0,0.0,0.0,1.0,0.0,0.0,4
2190,1.0,0.0,0.0,0.0,1.0,0.0,4
2191,0.0,1.0,0.0,0.0,1.0,0.0,3
2192,1.0,0.0,0.0,0.0,0.0,1.0,0
2193,0.0,1.0,0.0,0.0,1.0,0.0,4
2194,0.0,1.0,0.0,0.0,0.0,1.0,3
2195,0.0,1.0,0.0,0.0,1.0,0.0,3
2196,0.0,1.0,0.0,0.0,1.0,0.0,3
2197,0.0,1.0,0.0,0.0,0.0,1.0,0
2198,1.0,0.0,0.0,0.0,0.0,1.0,0
2199,0.0,1.0,0.0,0.0,1.0,0.0,3
2200,1.0,0.0,0.0,0.0,1.0,0.0,0
2201,0.0,1.0,0.0,0.0,1.0,0.0,0
2202,1.0,0.0,0.0,0.0,1.0,0.0,0
2203,1.0,0.0,1.0,0.0,0.0,0.0,4
2204,1.0,0.0,0.0,0.0,0.0,1.0,4
2205,0.0,1.0,0.0,1.0,0.0,0.0,4
2206,0.0,1.0,0.0,0.0,0.0,1.0,0
2207,1.0,0.0,0.0,0.0,0.0,1.0,2
2208,0.0,1.0,0.0,0.0,1.0,0.0,4
2209,1.0,0.0,0.0,0.0,1.0,0.0,0
2210,0.0,1.0,0.0,0.0,1.0,0.0,0
2211,0.0,1.0,0.0,0.0,1.0,0.0,3
2212,1.0,0.0,0.0,1.0,0.0,0.0,4
2213,0.0,1.0,0.0,0.0,1.0,0.0,3
2214,1.0,0.0,1.0,0.0,0.0,0.0,4
2215,1.0,0.0,1.0,0.0,0.0,0.0,4
2216,0.0,1.0,0.0,0.0,1.0,0.0,0
2217,0.0,1.0,0.0,0.0,1.0,0.0,0
2218,0.0,1.0,1.0,0.0,0.0,0.0,4
2219,0.0,1.0,0.0,0.0,1.0,0.0,0
2220,1.0,0.0,0.0,0.0,0.0,0.0,4
2221,1.0,0.0,0.0,0.0,0.0,1.0,0
2222,1.0,0.0,0.0,1.0,0.0,0.0,4
2223,0.0,1.0,0.0,0.0,0.0,1.0,3
2224,0.0,1.0,1.0,0.0,0.0,0.0,4
2225,0.0,1.0,0.0,0.0,0.0,1.0,3
2226,0.0,1.0,0.0,0.0,1.0,0.0,3
2227,0.0,1.0,0.0,0.0,0.0,1.0,4
2228,0.0,1.0,0.0,0.0,0.0,1.0,3
2229,0.0,1.0,0.0,0.0,0.0,1.0,3
2230,0.0,1.0,0.0,0.0,1.0,0.0,4
2231,0.0,1.0,0.0,0.0,1.0,0.0,3
2232,0.0,1.0,0.0,0.0,1.0,0.0,3
2233,0.0,1.0,0.0,0.0,1.0,0.0,0
2234,0.0,1.0,0.0,0.0,0.0,1.0,4
2235,0.0,1.0,0.0,1.0,0.0,0.0,0
2236,1.0,0.0,0.0,0.0,0.0,1.0,0
2237,0.0,1.0,0.0,0.0,0.0,1.0,0
2238,1.0,0.0,0.0,0.0,1.0,0.0,0
2239,0.0,1.0,0.0,0.0,1.0,0.0,0
2240,0.0,1.0,0.0,0.0,1.0,0.0,0
2241,1.0,0.0,1.0,0.0,0.0,0.0,4
2242,0.0,1.0,0.0,0.0,1.0,0.0,3
2243,0.0,1.0,0.0,1.0,0.0,0.0,4
2244,0.0,1.0,0.0,0.0,0.0,1.0,4
2245,1.0,0.0,0.0,0.0,0.0,0.0,4
2246,1.0,0.0,0.0,0.0,1.0,0.0,4
2247,1.0,0.0,0.0,1.0,0.0,0.0,2
2248,0.0,1.0,0.0,0.0,1.0,0.0,4
2249,1.0,0.0,0.0,0.0,1.0,0.0,0
2250,1.0,0.0,1.0,0.0,0.0,0.0,4
2251,0.0,1.0,0.0,0.0,1.0,0.0,0
2252,0.0,1.0,0.0,0.0,1.0,0.0,0
2253,0.0,1.0,0.0,0.0,1.0,0.0,4
2254,0.0,1.0,0.0,0.0,1.0,0.0,3
2255,0.0,1.0,0.0,1.0,0.0,0.0,4
2256,0.0,1.0,0.0,0.0,0.0,1.0,0
2257,0.0,1.0,1.0,0.0,0.0,0.0,4
2258,0.0,1.0,0.0,0.0,0.0,1.0,0
2259,0.0,1.0,1.0,0.0,0.0,0.0,2
2260,0.0,1.0,0.0,1.0,0.0,0.0,4
2261,0.0,1.0,0.0,1.0,0.0,0.0,4
2262,0.0,1.0,0.0,0.0,0.0,1.0,3
2263,1.0,0.0,0.0,0.0,0.0,0.0,4
2264,1.0,0.0,0.0,0.0,1.0,0.0,0
2265,1.0,0.0,0.0,1.0,0.0,0.0,4
2266,0.0,1.0,0.0,0.0,0.0,1.0,0
2267,0.0,1.0,0.0,0.0,1.0,0.0,0
2268,0.0,1.0,0.0,0.0,1.0,0.0,2
2269,0.0,1.0,0.0,0.0,1.0,0.0,0
2270,1.0,0.0,0.0,0.0,0.0,0.0,4
2271,1.0,0.0,0.0,0.0,0.0,1.0,0
2272,0.0,1.0,1.0,0.0,0.0,0.0,2
2273,1.0,0.0,0.0,0.0,1.0,0.0,4
2274,1.0,0.0,0.0,0.0,1.0,0.0,3
2275,1.0,0.0,0.0,0.0,0.0,1.0,0
2276,0.0,1.0,0.0,0.0,1.0,0.0,3
2277,0.0,1.0,1.0,0.0,0.0,0.0,3
2278,1.0,0.0,1.0,0.0,0.0,0.0,4
2279,1.0,0.0,0.0,0.0,0.0,0.0,4
2280,0.0,1.0,0.0,0.0,1.0,0.0,0
2281,1.0,0.0,1.0,0.0,0.0,0.0,4
2282,0.0,1.0,0.0,0.0,0.0,1.0,4
2283,0.0,1.0,0.0,0.0,0.0,1.0,3
2284,0.0,1.0,0.0,0.0,0.0,1.0,3
2285,0.0,1.0,0.0,1.0,0.0,0.0,4
2286,1.0,0.0,0.0,1.0,0.0,0.0,2
2287,1.0,0.0,0.0,0.0,1.0,0.0,0
2288,1.0,0.0,1.0,0.0,0.0,0.0,4
2289,0.0,1.0,0.0,0.0,1.0,0.0,4
2290,1.0,0.0,0.0,1.0,0.0,0.0,4
2291,1.0,0.0,0.0,1.0,0.0,0.0,4
2292,0.0,1.0,0.0,0.0,1.0,0.0,0
2293,1.0,0.0,0.0,0.0,0.0,1.0,4
2294,0.0,1.0,0.0,1.0,0.0,0.0,4
2295,0.0,1.0,0.0,0.0,0.0,1.0,1
2296,0.0,1.0,0.0,0.0,0.0,1.0,0
2297,0.0,1.0,0.0,1.0,0.0,0.0,4
2298,0.0,1.0,0.0,0.0,0.0,1.0,4
2299,1.0,0.0,0.0,1.0,0.0,0.0,4
2300,0.0,1.0,0.0,0.0,0.0,1.0,4
2301,1.0,0.0,1.0,0.0,0.0,0.0,4
2302,0.0,1.0,1.0,0.0,0.0,0.0,2
2303,1.0,0.0,0.0,0.0,1.0,0.0,0
2304,1.0,0.0,0.0,0.0,0.0,0.0,4
2305,0.0,1.0,0.0,1.0,0.0,0.0,2
2306,1.0,0.0,1.0,0.0,0.0,0.0,4
2307,1.0,0.0,0.0,0.0,1.0,0.0,0
2308,1.0,0.0,1.0,0.0,0.0,0.0,4
2309,0.0,1.0,0.0,0.0,1.0,0.0,3
2310,0.0,1.0,0.0,0.0,0.0,1.0,4
2311,0.0,1.0,0.0,0.0,0.0,1.0,0
2312,1.0,0.0,0.0,0.0,1.0,0.0,0
2313,0.0,1.0,0.0,0.0,0.0,1.0,4
2314,0.0,1.0,0.0,0.0,1.0,0.0,4
2315,0.0,1.0,0.0,0.0,1.0,0.0,0
2316,0.0,1.0,0.0,0.0,0.0,1.0,4
2317,0.0,1.0,0.0,0.0,1.0,0.0,0
2318,0.0,1.0,0.0,0.0,1.0,0.0,0
2319,0.0,1.0,0.0,0.0,1.0,0.0,0
2320,1.0,0.0,0.0,0.0,1.0,0.0,0
2321,0.0,1.0,0.0,0.0,1.0,0.0,4
2322,1.0,0.0,0.0,0.0,0.0,1.0,0
2323,0.0,1.0,0.0,0.0,1.0,0.0,3
2324,1.0,0.0,1.0,0.0,0.0,0.0,4
2325,0.0,1.0,0.0,0.0,0.0,1.0,0
2326,0.0,1.0,0.0,0.0,1.0,0.0,3
2327,1.0,0.0,0.0,0.0,0.0,1.0,4
2328,1.0,0.0,0.0,0.0,1.0,0.0,0
2329,0.0,1.0,0.0,0.0,0.0,0.0,4
2330,1.0,0.0,0.0,0.0,0.0,1.0,4
2331,0.0,1.0,0.0,0.0,1.0,0.0,0
2332,0.0,1.0,0.0,0.0,0.0,1.0,0
2333,1.0,0.0,1.0,0.0,0.0,0.0,4
2334,1.0,0.0,0.0,0.0,1.0,0.0,0
2335,0.0,1.0,0.0,0.0,0.0,1.0,3
2336,0.0,1.0,0.0,0.0,1.0,0.0,0
2337,1.0,0.0,0.0,1.0,0.0,0.0,4
2338,1.0,0.0,0.0,0.0,0.0,1.0,0
2339,1.0,0.0,0.0,0.0,0.0,1.0,0
2340,1.0,0.0,0.0,0.0,1.0,0.0,4
2341,0.0,1.0,0.0,0.0,1.0,0.0,4
2342,1.0,0.0,1.0,0.0,0.0,0.0,0
2343,0.0,1.0,0.0,1.0,0.0,0.0,3
2344,1.0,0.0,0.0,0.0,1.0,0.0,0
2345,1.0,0.0,0.0,0.0,0.0,0.0,4
2346,1.0,0.0,0.0,1.0,0.0,0.0,4
2347,1.0,0.0,1.0,0.0,0.0,0.0,4
2348,0.0,1.0,1.0,0.0,0.0,0.0,4
2349,0.0,1.0,0.0,0.0,1.0,0.0,4
2350,0.0,1.0,1.0,0.0,0.0,0.0,4
2351,1.0,0.0,0.0,0.0,1.0,0.0,0
2352,1.0,0.0,0.0,0.0,1.0,0.0,4
2353,1.0,0.0,0.0,0.0,1.0,0.0,0
2354,0.0,1.0,0.0,0.0,0.0,1.0,0
2355,1.0,0.0,1.0,0.0,0.0,0.0,4
2356,1.0,0.0,1.0,0.0,0.0,0.0,4
2357,1.0,0.0,0.0,0.0,0.0,1.0,4
2358,0.0,1.0,0.0,0.0,0.0,1.0,0
2359,0.0,1.0,0.0,0.0,0.0,1.0,0
2360,1.0,0.0,0.0,0.0,1.0,0.0,0
2361,1.0,0.0,0.0,1.0,0.0,0.0,4
2362,1.0,0.0,0.0,0.0,1.0,0.0,4
2363,0.0,1.0,0.0,0.0,0.0,1.0,3
2364,1.0,0.0,0.0,0.0,0.0,1.0,4
2365,0.0,1.0,0.0,0.0,0.0,1.0,0
2366,1.0,0.0,0.0,0.0,1.0,0.0,4
2367,1.0,0.0,1.0,0.0,0.0,0.0,2
2368,0.0,1.0,0.0,0.0,0.0,1.0,0
2369,0.0,1.0,0.0,0.0,0.0,1.0,0
2370,0.0,1.0,0.0,0.0,0.0,1.0,3
2371,1.0,0.0,0.0,0.0,1.0,0.0,0
2372,0.0,1.0,0.0,0.0,1.0,0.0,3
2373,1.0,0.0,0.0,0.0,1.0,0.0,0
2374,1.0,0.0,0.0,0.0,0.0,0.0,4
2375,0.0,1.0,0.0,0.0,0.0,1.0,0
2376,0.0,1.0,0.0,1.0,0.0,0.0,1
2377,1.0,0.0,0.0,0.0,0.0,1.0,0
2378,1.0,0.0,0.0,0.0,0.0,0.0,4
2379,0.0,1.0,0.0,0.0,0.0,1.0,3
2380,0.0,1.0,0.0,0.0,1.0,0.0,0
2381,1.0,0.0,1.0,0.0,0.0,0.0,4
2382,0.0,1.0,0.0,1.0,0.0,0.0,4
2383,0.0,1.0,0.0,0.0,0.0,1.0,0
2384,0.0,1.0,0.0,0.0,0.0,1.0,0
2385,1.0,0.0,0.0,0.0,1.0,0.0,0
2386,1.0,0.0,0.0,1.0,0.0,0.0,0
2387,1.0,0.0,1.0,0.0,0.0,0.0,4
2388,1.0,0.0,0.0,0.0,1.0,0.0,0
2389,0.0,1.0,0.0,0.0,1.0,0.0,3
2390,0.0,1.0,0.0,0.0,0.0,1.0,0
2391,0.0,1.0,0.0,0.0,0.0,1.0,0
2392,0.0,1.0,0.0,0.0,0.0,1.0,0
2393,0.0,1.0,0.0,1.0,0.0,0.0,3
2394,1.0,0.0,0.0,1.0,0.0,0.0,4
2395,0.0,1.0,0.0,0.0,1.0,0.0,0
2396,1.0,0.0,0.0,1.0,0.0,0.0,4
2397,0.0,1.0,0.0,0.0,1.0,0.0,0
2398,0.0,1.0,0.0,0.0,0.0,0.0,4
2399,0.0,1.0,0.0,0.0,1.0,0.0,0
2400,0.0,1.0,1.0,0.0,0.0,0.0,4
2401,0.0,1.0,0.0,0.0,1.0,0.0,3
2402,1.0,0.0,0.0,0.0,1.0,0.0,0
2403,0.0,1.0,0.0,0.0,0.0,1.0,3
2404,1.0,0.0,0.0,0.0,0.0,0.0,4
2405,1.0,0.0,0.0,0.0,0.0,1.0,0
2406,1.0,0.0,1.0,0.0,0.0,0.0,4
2407,1.0,0.0,0.0,0.0,1.0,0.0,4
2408,0.0,1.0,0.0,0.0,0.0,1.0,0
2409,0.0,1.0,0.0,0.0,1.0,0.0,3
2410,0.0,1.0,0.0,0.0,1.0,0.0,4
2411,1.0,0.0,0.0,1.0,0.0,0.0,4
2412,0.0,1.0,0.0,0.0,0.0,1.0,0
2413,0.0,1.0,0.0,1.0,0.0,0.0,4
2414,0.0,1.0,1.0,0.0,0.0,0.0,0
2415,0.0,1.0,0.0,0.0,0.0,1.0,2
2416,1.0,0.0,1.0,0.0,0.0,0.0,4
2417,1.0,0.0,0.0,1.0,0.0,0.0,4
2418,0.0,1.0,0.0,0.0,1.0,0.0,0
2419,1.0,0.0,0.0,0.0,0.0,1.0,0
2420,1.0,0.0,0.0,0.0,1.0,0.0,0
2421,1.0,0.0,1.0,0.0,0.0,0.0,0
2422,0.0,1.0,0.0,0.0,1.0,0.0,0
2423,0.0,1.0,0.0,0.0,0.0,1.0,2
2424,1.0,0.0,0.0,1.0,0.0,0.0,4
2425,1.0,0.0,1.0,0.0,0.0,0.0,4
2426,0.0,1.0,0.0,0.0,1.0,0.0,3
2427,0.0,1.0,0.0,0.0,0.0,1.0,0
2428,1.0,0.0,0.0,1.0,0.0,0.0,4
2429,0.0,1.0,0.0,0.0,0.0,1.0,4
2430,0.0,1.0,0.0,0.0,1.0,0.0,0
2431,0.0,1.0,0.0,0.0,0.0,1.0,0
2432,1.0,0.0,1.0,0.0,0.0,0.0,4
2433,1.0,0.0,1.0,0.0,0.0,0.0,2
2434,1.0,0.0,1.0,0.0,0.0,0.0,4
2435,1.0,0.0,0.0,1.0,0.0,0.0,4
2436,0.0,1.0,0.0,0.0,0.0,1.0,0
2437,1.0,0.0,0.0,0.0,0.0,1.0,0
2438,0.0,1.0,0.0,1.0,0.0,0.0,4
2439,1.0,0.0,0.0,0.0,1.0,0.0,0
2440,0.0,1.0,0.0,0.0,1.0,0.0,0
2441,1.0,0.0,0.0,0.0,1.0,0.0,0
2442,1.0,0.0,0.0,0.0,0.0,1.0,0
2443,0.0,1.0,0.0,0.0,0.0,1.0,0
2444,0.0,1.0,0.0,0.0,1.0,0.0,0
2445,0.0,1.0,0.0,0.0,0.0,1.0,0
2446,0.0,1.0,0.0,0.0,0.0,1.0,0
2447,1.0,0.0,0.0,0.0,1.0,0.0,0
2448,1.0,0.0,1.0,0.0,0.0,0.0,0
2449,1.0,0.0,0.0,0.0,0.0,0.0,4
2450,0.0,1.0,1.0,0.0,0.0,0.0,4
2451,1.0,0.0,0.0,1.0,0.0,0.0,4
2452,1.0,0.0,0.0,0.0,0.0,1.0,4
2453,1.0,0.0,0.0,0.0,1.0,0.0,0
2454,0.0,1.0,0.0,0.0,1.0,0.0,0
2455,0.0,1.0,0.0,0.0,1.0,0.0,0
2456,0.0,1.0,0.0,0.0,0.0,1.0,0
2457,1.0,0.0,0.0,1.0,0.0,0.0,4
2458,1.0,0.0,0.0,0.0,1.0,0.0,0
2459,0.0,1.0,0.0,1.0,0.0,0.0,2
2460,0.0,1.0,0.0,1.0,0.0,0.0,2
2461,0.0,1.0,0.0,0.0,1.0,0.0,0
2462,0.0,1.0,1.0,0.0,0.0,0.0,3
2463,1.0,0.0,0.0,0.0,0.0,1.0,3
2464,1.0,0.0,0.0,0.0,0.0,1.0,0
2465,1.0,0.0,0.0,0.0,0.0,1.0,0
2466,1.0,0.0,1.0,0.0,0.0,0.0,4
2467,0.0,1.0,0.0,0.0,1.0,0.0,0
2468,0.0,1.0,0.0,0.0,0.0,1.0,0
2469,1.0,0.0,0.0,0.0,0.0,0.0,4
2470,0.0,1.0,1.0,0.0,0.0,0.0,4
2471,0.0,1.0,0.0,0.0,1.0,0.0,0
2472,0.0,1.0,0.0,0.0,0.0,1.0,0
2473,1.0,0.0,0.0,0.0,0.0,1.0,0
2474,1.0,0.0,0.0,0.0,0.0,0.0,4
2475,0.0,1.0,0.0,0.0,1.0,0.0,0
2476,0.0,1.0,0.0,0.0,0.0,1.0,4
2477,1.0,0.0,0.0,1.0,0.0,0.0,4
2478,0.0,1.0,0.0,0.0,0.0,1.0,0
2479,1.0,0.0,0.0,0.0,1.0,0.0,0
2480,1.0,0.0,0.0,1.0,0.0,0.0,4
2481,1.0,0.0,0.0,0.0,0.0,1.0,0
2482,0.0,1.0,0.0,0.0,0.0,1.0,3
2483,0.0,1.0,0.0,0.0,0.0,1.0,0
2484,0.0,1.0,0.0,1.0,0.0,0.0,3
2485,1.0,0.0,0.0,0.0,0.0,0.0,1
2486,1.0,0.0,0.0,1.0,0.0,0.0,4
2487,0.0,1.0,0.0,0.0,1.0,0.0,3
2488,1.0,0.0,0.0,1.0,0.0,0.0,4
2489,1.0,0.0,0.0,0.0,1.0,0.0,0
2490,0.0,1.0,0.0,0.0,1.0,0.0,0
2491,1.0,0.0,0.0,1.0,0.0,0.0,2
2492,0.0,1.0,0.0,0.0,1.0,0.0,4
2493,1.0,0.0,1.0,0.0,0.0,0.0,4
2494,1.0,0.0,0.0,0.0,1.0,0.0,0
2495,1.0,0.0,0.0,1.0,0.0,0.0,4
2496,0.0,1.0,0.0,0.0,0.0,1.0,0
2497,0.0,1.0,0.0,0.0,0.0,1.0,0
2498,0.0,1.0,0.0,0.0,0.0,1.0,0
2499,1.0,0.0,0.0,0.0,0.0,1.0,0
2500,0.0,1.0,0.0,0.0,0.0,1.0,3
2501,1.0,0.0,0.0,0.0,1.0,0.0,4
2502,0.0,1.0,1.0,0.0,0.0,0.0,4
2503,0.0,1.0,1.0,0.0,0.0,0.0,4
2504,1.0,0.0,0.0,0.0,0.0,1.0,0
2505,1.0,0.0,0.0,0.0,0.0,1.0,4
2506,0.0,1.0,1.0,0.0,0.0,0.0,4
2507,0.0,1.0,0.0,0.0,1.0,0.0,4
2508,1.0,0.0,0.0,0.0,1.0,0.0,0
2509,1.0,0.0,0.0,1.0,0.0,0.0,4
2510,0.0,1.0,0.0,0.0,0.0,1.0,3
2511,0.0,1.0,0.0,0.0,0.0,1.0,0
2512,1.0,0.0,0.0,0.0,0.0,0.0,4
2513,0.0,1.0,0.0,0.0,1.0,0.0,0
2514,0.0,1.0,0.0,0.0,0.0,1.0,3
2515,0.0,1.0,0.0,0.0,1.0,0.0,0
2516,0.0,1.0,0.0,0.0,1.0,0.0,0
2517,1.0,0.0,0.0,0.0,0.0,1.0,0
2518,0.0,1.0,0.0,0.0,0.0,1.0,4
2519,0.0,1.0,0.0,0.0,0.0,1.0,0
2520,1.0,0.0,0.0,0.0,0.0,1.0,0
2521,1.0,0.0,0.0,0.0,0.0,1.0,0
2522,0.0,1.0,0.0,0.0,0.0,1.0,0
2523,0.0,1.0,0.0,1.0,0.0,0.0,2
2524,0.0,1.0,0.0,0.0,0.0,1.0,0
2525,1.0,0.0,1.0,0.0,0.0,0.0,4
2526,0.0,1.0,0.0,0.0,1.0,0.0,0
2527,0.0,1.0,0.0,0.0,1.0,0.0,0
2528,1.0,0.0,0.0,1.0,0.0,0.0,2
2529,0.0,1.0,0.0,0.0,1.0,0.0,0
2530,1.0,0.0,0.0,0.0,1.0,0.0,4
2531,1.0,0.0,0.0,1.0,0.0,0.0,4
2532,1.0,0.0,0.0,0.0,0.0,1.0,4
2533,1.0,0.0,0.0,0.0,0.0,1.0,0
2534,1.0,0.0,0.0,1.0,0.0,0.0,4
2535,0.0,1.0,0.0,0.0,1.0,0.0,3
2536,0.0,1.0,0.0,0.0,0.0,1.0,4
2537,0.0,1.0,0.0,0.0,0.0,1.0,0
2538,1.0,0.0,0.0,1.0,0.0,0.0,4
2539,0.0,1.0,1.0,0.0,0.0,0.0,2
2540,0.0,1.0,0.0,0.0,1.0,0.0,0
2541,0.0,1.0,0.0,0.0,1.0,0.0,3
2542,1.0,0.0,0.0,1.0,0.0,0.0,0
2543,1.0,0.0,0.0,0.0,1.0,0.0,4
2544,1.0,0.0,0.0,0.0,0.0,1.0,0
2545,1.0,0.0,1.0,0.0,0.0,0.0,4
2546,0.0,1.0,0.0,0.0,1.0,0.0,4
2547,1.0,0.0,0.0,1.0,0.0,0.0,2
2548,1.0,0.0,0.0,0.0,0.0,1.0,0
2549,0.0,1.0,0.0,1.0,0.0,0.0,3
2550,0.0,1.0,1.0,0.0,0.0,0.0,2
2551,1.0,0.0,0.0,0.0,0.0,0.0,4
2552,0.0,1.0,0.0,0.0,0.0,1.0,3
2553,0.0,1.0,0.0,1.0,0.0,0.0,2
2554,1.0,0.0,0.0,1.0,0.0,0.0,4
2555,0.0,1.0,0.0,0.0,1.0,0.0,0
2556,0.0,1.0,0.0,0.0,1.0,0.0,3
2557,0.0,1.0,0.0,0.0,1.0,0.0,3
2558,0.0,1.0,0.0,0.0,1.0,0.0,0
2559,1.0,0.0,0.0,0.0,1.0,0.0,0
2560,0.0,1.0,0.0,1.0,0.0,0.0,4
2561,0.0,1.0,1.0,0.0,0.0,0.0,4
2562,1.0,0.0,0.0,1.0,0.0,0.0,2
2563,1.0,0.0,1.0,0.0,0.0,0.0,4
2564,1.0,0.0,0.0,0.0,0.0,1.0,0
2565,1.0,0.0,0.0,1.0,0.0,0.0,4
2566,1.0,0.0,0.0,0.0,1.0,0.0,0
2567,0.0,1.0,0.0,1.0,0.0,0.0,2
2568,0.0,1.0,0.0,0.0,1.0,0.0,3
2569,1.0,0.0,0.0,0.0,1.0,0.0,0
2570,1.0,0.0,0.0,0.0,0.0,1.0,0
2571,1.0,0.0,0.0,0.0,1.0,0.0,0
2572,0.0,1.0,0.0,0.0,0.0,1.0,0
2573,0.0,1.0,0.0,0.0,0.0,1.0,0
2574,0.0,1.0,0.0,0.0,1.0,0.0,0
2575,1.0,0.0,0.0,0.0,0.0,1.0,0
2576,1.0,0.0,0.0,1.0,0.0,0.0,4
2577,1.0,0.0,0.0,0.0,0.0,1.0,4
2578,0.0,1.0,0.0,0.0,0.0,1.0,4
2579,1.0,0.0,0.0,0.0,0.0,0.0,4
2580,1.0,0.0,0.0,1.0,0.0,0.0,4
2581,0.0,1.0,0.0,0.0,0.0,1.0,0
2582,0.0,1.0,0.0,0.0,1.0,0.0,0
2583,0.0,1.0,0.0,0.0,1.0,0.0,0
2584,1.0,0.0,0.0,0.0,0.0,1.0,0
2585,0.0,1.0,0.0,0.0,0.0,1.0,0
2586,0.0,1.0,0.0,0.0,1.0,0.0,0
2587,1.0,0.0,0.0,0.0,1.0,0.0,0
2588,0.0,1.0,0.0,0.0,1.0,0.0,0
2589,0.0,1.0,0.0,0.0,1.0,0.0,0
2590,0.0,1.0,0.0,0.0,1.0,0.0,0
2591,0.0,1.0,0.0,1.0,0.0,0.0,3
2592,0.0,1.0,0.0,0.0,1.0,0.0,0
2593,0.0,1.0,0.0,0.0,1.0,0.0,3
2594,0.0,1.0,0.0,0.0,0.0,1.0,0
2595,0.0,1.0,0.0,0.0,0.0,1.0,3
2596,0.0,1.0,0.0,0.0,1.0,0.0,0
2597,0.0,1.0,0.0,0.0,1.0,0.0,0
2598,0.0,1.0,1.0,0.0,0.0,0.0,3
2599,1.0,0.0,0.0,0.0,0.0,0.0,4
2600,1.0,0.0,0.0,0.0,0.0,1.0,0
2601,0.0,1.0,1.0,0.0,0.0,0.0,4
2602,1.0,0.0,0.0,0.0,1.0,0.0,0
2603,1.0,0.0,0.0,0.0,0.0,0.0,4
2604,1.0,0.0,1.0,0.0,0.0,0.0,4
2605,0.0,1.0,0.0,0.0,1.0,0.0,3
2606,1.0,0.0,0.0,0.0,0.0,0.0,4
